id	context	predictions	aggregatedPredictions	category
1594	But in addition to instilling fear, the slaying has angered local homosexuals, who are now planning the first protest by gay men and women in the city, on Jan. 8.	[[0.192,0.686,0.105,0.01,0.007]]	[0.192,0.686,0.105,0.01,0.007]	negative
1595	But in what some are calling the biggest show trial yet on homosexuals as parents, the deciding factor was the issue of whether same-sex couples make good moms and dads.	[[0.14,0.696,0.148,0.01,0.005]]	[0.14,0.696,0.148,0.01,0.005]	negative
1596	To the Editor: In his article "TV Creators Face a New Caution" [ Dec. 8 ] , Jeff Silverman writes about what is perceived in the television world as the reluctance of advertisers to have their products associated with controversial topics such as abortion, homosexual life styles and teen-age suicides.	[[0.214,0.583,0.184,0.011,0.008]]	[0.214,0.583,0.184,0.011,0.008]	negative
1597	A Dual Role In the first half of "Roy Cohn/Jack Smith," which was directed by Greg Mehrten, his companion, and performed at the Performing Garage in SoHo, Mr. Vawter wore a purple smoking jacket and gave what has been called an eerie impersonation of the lawyer Roy Cohn denouncing homosexuality.	[[0.282,0.529,0.156,0.015,0.018]]	[0.282,0.529,0.156,0.015,0.018]	negative
1598	To a writer who has devoted most of his life to trying to change hearts and minds on the subject of homosexuality, Alan Wolfe's article ''The Homosexual Exception'' (Feb. 8), which concludes that prejudice against homosexuals still runs high in this country, was depressing.	[[0.505,0.294,0.182,0.008,0.01]]	[0.505,0.294,0.182,0.008,0.01]	very negative
1599	Yet it isn't homosexuality that links the new comedy to "The Cherry Orchard" and "The Seagull."	[[0.076,0.662,0.247,0.012,0.003]]	[0.076,0.662,0.247,0.012,0.003]	negative
1600	Although the case involves a small concern in the town of Camp Hill, near Harrisburg, it has been cited by gay and lesbian leaders nationally as an example of how vulnerable homosexuals can be without an equal rights law.	[[0.096,0.577,0.297,0.024,0.007]]	[0.096,0.577,0.297,0.024,0.007]	negative
1601	Campaign officials dispute the account of the worker, Tyler Franz, saying he was asked to move to a less-visible position because of complaints that he was rude and not because he was homosexual.	[[0.148,0.578,0.203,0.047,0.023]]	[0.148,0.578,0.203,0.047,0.023]	negative
1602	HOMOSEXUALITY "isn't a weed that grows up among us," Col. Margarethe Cammermeyer says, sitting in her living room here overlooking Puget Sound.	[[0.252,0.546,0.176,0.013,0.012]]	[0.252,0.546,0.176,0.013,0.012]	negative
1603	A Public Broadcasting Service mini-series about the true story of a marriage between a homosexual man and a lesbian in England is being kept off the air in North Dakota.	[[0.09,0.543,0.248,0.092,0.026]]	[0.09,0.543,0.248,0.092,0.026]	negative
1604	A homosexual couple have been allowed to adopt a 4-year-old boy, ending a custody struggle with the boy's mother, who gave him away and then tried to get him back.	[[0.161,0.607,0.201,0.023,0.009]]	[0.161,0.607,0.201,0.023,0.009]	negative
1605	Dartmouth Col lege's alumni af fairs office hasagreed to give what it calls "symbolic" recognition to a separate alumni organization for homosexuals.	[[0.148,0.691,0.115,0.03,0.017]]	[0.148,0.691,0.115,0.03,0.017]	negative
1606	The official position is that homosexuals and lesbians are barred from the United States armed forces.	[[0.136,0.456,0.171,0.167,0.07]]	[0.136,0.456,0.171,0.167,0.07]	negative
1607	The fund fights discrimination against homosexuals through organizing, lobbying and financial support for political candidates.	[[0.153,0.685,0.147,0.01,0.006]]	[0.153,0.685,0.147,0.01,0.006]	negative
1608	But through a prism of pragmatic politics, his comments seemed to make sense: The latest Gallup Poll shows that 59 percent of Americans say that homosexual behavior is morally wrong.	[[0.095,0.647,0.202,0.045,0.011]]	[0.095,0.647,0.202,0.045,0.011]	negative
1609	If homosexual acts can be arbitrarily removed from the list of sins, what is to prevent Bishop Spong from doing the same for idol worship, adultery, and so on?	[[0.223,0.535,0.207,0.024,0.011]]	[0.223,0.535,0.207,0.024,0.011]	negative
1610	To the Editor: Your reviewer of "The Science of Love" quotes the author's statement that "homosexuals are not looking for 'a man,' they are looking for a penis, which happens to be appended to a man."	[[0.106,0.65,0.229,0.01,0.005]]	[0.106,0.65,0.229,0.01,0.005]	negative
1611	Military leaders today described the new policy on homosexuals in the military as an honorable compromise.	[[0.078,0.421,0.282,0.176,0.043]]	[0.078,0.421,0.282,0.176,0.043]	negative
1612	These just in: - John Paul II, the Pope, in his recent encyclical "The Splendor of Truth," insists on the moral unacceptability of certain acts, including homosexual activity, birth control and premarital sex.	[[0.212,0.607,0.148,0.018,0.014]]	[0.212,0.607,0.148,0.018,0.014]	negative
1613	LEAD: An article on March 27 described a conflict among homosexuals over the practice of unmasking prominent people who are said to be secretly gay.	[[0.15,0.588,0.224,0.025,0.013]]	[0.15,0.588,0.224,0.025,0.013]	negative
1614	Mr. Van Sant is known for making the lurid lyrical and dramatizing the down-and-out: a homosexual liquor-store clerk who is in love with a Mexican teen-ager (''Mala Noche''), nihilistic dopers who rob pharmacies (''Drugstore Cowboy''), male prostitutes who hustle on the streets of Portland (''My Own Private Idaho'').	[[0.032,0.34,0.588,0.035,0.005]]	[0.032,0.34,0.588,0.035,0.005]	neutral
1615	A Federal district judge has deftly exposed the semantic shuffle underlying the military's current policy banning homosexuals.	[[0.084,0.398,0.286,0.18,0.051]]	[0.084,0.398,0.286,0.18,0.051]	negative
1616	Here are the facts: On Oct. 27, 1992, Allen R. Schindler, a United States Navy radioman based in Sasebo, Japan, was beaten to death by two of his shipmates because he was a homosexual.	[[0.267,0.586,0.128,0.011,0.008]]	[0.267,0.586,0.128,0.011,0.008]	negative
1617	As the Pentagon puts the finishing touches on regulations to carry out President Clinton's policy on homosexuals in the military, the transition from the former policy has caused divisions over legal strategies within the Administration and created new problems for gay troops.	[[0.132,0.571,0.254,0.031,0.012]]	[0.132,0.571,0.254,0.031,0.012]	negative
1618	The 6-to-1 decision was the first by the highest court of any of the states -- where the battle over anti-gay-rights measures has been fought out to the virtual exclusion of the Federal judiciary -- holding that the denial of certain rights to homosexuals is unconstitutional.	[[0.095,0.579,0.252,0.058,0.015]]	[0.095,0.579,0.252,0.058,0.015]	negative
1619	One plan would allow gay troops to declare their homosexuality, though quietly; the other approach most likely would not, although this version is still being refined, a senior Pentagon official said.	[[0.233,0.576,0.16,0.018,0.013]]	[0.233,0.576,0.16,0.018,0.013]	negative
1620	LEAD: Reform Judaism voted today for the first time to admit acknowledged, sexually active homosexuals into its rabbinate.	[[0.121,0.547,0.272,0.042,0.017]]	[0.121,0.547,0.272,0.042,0.017]	negative
1621	Several communities around the country have passed measures aimed at combating political initiatives by homosexuals, but the resolution approved here -- although it carries no legal weight -- is believed to be the first one condemning homosexuality.	[[0.148,0.517,0.239,0.067,0.03]]	[0.148,0.517,0.239,0.067,0.03]	negative
1622	In February, the board of the International Design Conference at Aspen voted to go ahead with this year's meeting in spite of Colorado's passage of Amendment 2, the state measure that excludes homosexuals from civil-rights protection.	[[0.11,0.686,0.168,0.027,0.009]]	[0.11,0.686,0.168,0.027,0.009]	negative
1623	Because of an editing error, an article yesterday about AIDS and homosexual issues misstated the political position of Urvashi Vaid, the executive director of the National Gay and Lesbian Task Force.	[[0.224,0.504,0.234,0.024,0.015]]	[0.224,0.504,0.234,0.024,0.015]	negative
1624	AFTER listening to Republican Party attacks on homosexuals as having made "a wrong choice," many of America's largest marketers are making a different choice.	[[0.158,0.572,0.234,0.025,0.011]]	[0.158,0.572,0.234,0.025,0.011]	negative
1625	The ruling late last month by a San Francisco immigration judge, Philip Leadbetter, represented the first time that a homosexual had won asylum in the United States on the ground that homosexuals were a persecuted social group in the country of origin, said Julie Dorf, executive director of the International Gay and Lesbian Human Rights Commission, a private group in San Francisco.	[[0.21,0.642,0.121,0.015,0.012]]	[0.21,0.642,0.121,0.015,0.012]	negative
1626	Defense Secretary Les Aspin will recommend to President Clinton that homosexuals be allowed to serve in the military as long as they do not make public or private declarations of their sexual orientation, gay-rights advocates said they were told today by senior Pentagon officials.	[[0.364,0.479,0.108,0.018,0.03]]	[0.364,0.479,0.108,0.018,0.03]	negative
1627	In addition to guiding children into rooms with a homosexual in a coffin who died of AIDS and a woman having an abortion, I would suggest a television preacher behind bars or a live burning from the Inquisition.	[[0.161,0.466,0.215,0.11,0.048]]	[0.161,0.466,0.215,0.11,0.048]	negative
1628	France's Prime Minister, EDITH CRESSON, who recently caused a stir by suggesting that English men do not appreciate women because one in four of them is homosexual, has struck a more conciliatory note, conceding that women in England enjoy greater freedom than those in France.	[[0.116,0.161,0.166,0.286,0.27]]	[0.116,0.161,0.166,0.286,0.27]	positive
1629	But why was Mr. Schindler, who had a fine Navy record, being discharged merely for identifying himself as a homosexual and Mr. Helvey, with a "long history of violence and bullying," not considered for discharge?	[[0.056,0.562,0.365,0.014,0.004]]	[0.056,0.562,0.365,0.014,0.004]	negative
1630	They tell of their past efforts to lead other homosexuals into the light of Christian heterosexuality and of their own exodus from Exodus.	[[0.039,0.182,0.358,0.359,0.063]]	[0.039,0.182,0.358,0.359,0.063]	positive
1631	To the Editor: Some murky descriptions of a "compromise" on lifting the military's ban on homosexuals have appeared in the news.	[[0.11,0.676,0.199,0.011,0.005]]	[0.11,0.676,0.199,0.011,0.005]	negative
1632	An article on Tuesday about the Government's decision to drop its effort to bar a homosexual from serving in the Navy misstated a Federal appeals court's rationale in the case.	[[0.069,0.257,0.206,0.36,0.108]]	[0.069,0.257,0.206,0.36,0.108]	positive
1633	A killing in Queens that prompted angry demonstrations by homosexual rights groups was classified by the police yesterday as bias related.	[[0.233,0.608,0.138,0.011,0.011]]	[0.233,0.608,0.138,0.011,0.011]	negative
1634	A ballot initiative in Maine that would have denied civil rights protections to homosexuals was rejected, 53 to 47 percent.	[[0.458,0.405,0.116,0.008,0.013]]	[0.458,0.405,0.116,0.008,0.013]	very negative
1635	These include the plight of a woman whose every man is gay, homosexuality on the range, the homophobia of the Christian right, lesbian love, New York City's annual Gay Pride Parade, the yearning for true love and the torment of a young man desperate to tell his religious father, his alcoholic mother and his alienated, suspicious sister that he is gay.	[[0.144,0.548,0.198,0.078,0.032]]	[0.144,0.548,0.198,0.078,0.032]	negative
1636	If President-elect Bill Clinton goes ahead with his promise to lift the ban on homosexuals in the military, Britain will become the only member of NATO still maintaining a strict policy of excluding gay men and lesbians from its armed forces.	[[0.124,0.682,0.152,0.031,0.011]]	[0.124,0.682,0.152,0.031,0.011]	negative
